No.,Content,Score,At,Label
169,"['aplikasi', 'buru', 'sistem', 'salah', 'mulu']",1,01/11/2024 01.10,Negatif
170,"['up', 'kartu', 'offline', 'transaksi', 'rugi', 'buang', 'sesal', 'ganti', 'emoney', 'jackard']",1,01/11/2024 17.50,Negatif
171,"['aplikasi', 'ganggu', 'metode', 'pembayararankalo', 'olah', 'paksa']",1,05/11/2024 02.34,Negatif
172,"['buka', 'mudah', 'sulit', 'aplikasi', 'lambat']",1,06/11/2024 00.42,Negatif
173,"['buang', 'duit', 'pajak', 'warga', 'dki', 'gaji', 'aplikasi', 'abal']",1,06/11/2024 05.20,Negatif
174,"['salah', 'scan']",1,06/11/2024 11.04,Negatif
175,"['angkotnya', 'terburuburu', 'jalan', 'tumpang']",1,07/11/2024 02.01,Negatif
176,"['aplikasi', 'tolol', 'hapus', 'aplikasi', 'rute', 'pilih', 'salah', 'ajahaltenya', 'dimanatapi', 'uang', 'kembaliinheran', 'perintah', 'kayak', 'bodohin', 'masyarakat', 'ambil', 'uang']",1,09/11/2024 15.23,Negatif
177,"['aplikasi', 'tolol']",1,10/11/2024 11.01,Negatif
178,"['beli', 'masuk', 'tiket', 'aktif', 'customer', 'buru', 'kejar', 'kendara', 'paksa', 'bal', 'tiket', 'metode', 'tiket', 'laku', 'periode', 'laku', 'pakai', 'esok', 'rugi', 'bayar', 'kali', 'rekomen']",1,11/11/2024 03.03,Negatif
179,"['pas', 'pakai', 'halte', 'bayar']",1,12/11/2024 01.06,Negatif
180,"['drevernya', 'kadang', 'renti', 'stop', 'bus', 'nongolin', 'kartu', 'ngebut', 'sop', 'sih', 'kalo', 'kebut', 'tan', 'bawa', 'mobil', 'drevernya', 'ngedumel', 'tugas', 'kerja', 'pilih', 'resek']",1,12/11/2024 07.59,Negatif
181,"['saldo', 'tiket', 'muncul']",1,14/11/2024 07.25,Negatif
182,['banget'],1,15/11/2024 10.50,Negatif
183,"['aplikasi', 'sampah', 'pembayarn', 'masuk', 'jalan']",1,16/11/2024 05.23,Negatif
184,"['sulit', 'check', 'out', 'qr', 'code', 'sulit', 'baca', 'scanner']",1,17/11/2024 13.04,Negatif
185,"['armada', 'b', 'ditambahin']",1,19/11/2024 11.38,Negatif
186,"['aplikasi', 'jelek', 'titik', 'lokasi', 'sesuai', 'bayar', 'praktis', 'refund', 'tugas', 'tkdak', 'erti', 'beli', 'tugas', 'wanita', 'transjakarta', 'halte', 'bundar', 'senayan', 'layan', 'erti', 'baca', 'sengaja', 'beli', 'kartu', 'tau', 'aplikasi', 'jelek']",1,19/11/2024 15.31,Negatif
187,"['baca', 'qr', 'kadang', 'sulit', 'baca']",1,22/11/2024 06.43,Negatif
188,"['aplikasi', 'kouta', 'penuh', 'jaring', 'kali', 'hasil', 'muat', 'ulang', 'orang', 'beli', 'mudah', 'sulit']",1,22/11/2024 14.56,Negatif
189,"['aplikasi', 'registrasi', 'aplikasi', 'urus', 'sih']",1,23/11/2024 05.25,Negatif
190,"['aplikasi', 'ira', 'ubah', 'niat', 'cek', 'rute', 'mikrotrans', 'rute', 'angkotnya', 'angkot', 'situ', 'aplikasi', 'sesal']",1,23/11/2024 17.12,Negatif
191,"['b', 'hapus', 'jaklingko', 'bawa', 'penumpangjurusan', 'pasar', 'bintara', 'cipinang', 'indah', 'tolak', 'tumpang', 'arah', 'bintara', 'kantor', 'urus', 'agama', 'jl', 'ngurah', 'rai', 'mobil', 'kosong', 'brengsek']",1,24/11/2024 11.23,Negatif
192,"['aplikasi', 'tau']",1,28/11/2024 10.47,Negatif
193,"['sumpah', 'salah', 'sekolah', 'sekolah', 'gara', 'aplikasi', 'salah', 'nangissssssssss', 'kali', 'salah', 'buru', 'sulit']",1,28/11/2024 22.56,Negatif
194,"['server', 'aplikasi', 'mulu']",1,02/12/2024 06.47,Negatif
195,"['aplikasi', 'jelek', 'gua', 'bayar', 'double', 'gegara', 'pending', 'kali', 'pesan', 'tiket', 'hasil', 'deh', 'bayar', 'qr', 'kadang', 'muncul', 'bapuk', 'buruk', 'aplikasi', 'rekomen', 'mending', 'pakai', 'kartu']",1,05/12/2024 01.27,Negatif
196,"['rugi', 'bayar', 'hasil', 'tiket', 'muncul']",1,05/12/2024 07.24,Negatif
197,"['kecewa', 'rugi', 'beli', 'sesuai', 'titik', 'terang', 'ubah', 'beli', 'kali', 'beli', 'lo']",1,06/12/2024 01.59,Negatif
198,"['pikir', 'pakai', 'aplikasi', 'mudah', 'nyata', 'tugas', 'kaya', 'ngang', 'ngeng', 'ngong', 'sotau', 'coba', 'beli', 'kartu', 'nyata', 'mesin', 'aduh', 'tau', 'orang', 'ngejar']",1,06/12/2024 22.54,Negatif
199,"['lelet', 'otp']",1,07/12/2024 11.04,Negatif
200,"['bikin', 'mutar', 'muter', 'pakai', 'jaklingko', 'henti', 'stasiun', 'cek', 'pakai', 'maps', 'nyata', 'pangkas', 'stasiun', 'rugi', 'menit']",1,08/12/2024 05.14,Negatif
201,"['aplikasi', 'perintah', 'anjing', 'buang', 'duit', 'buang', 'beli', 'tiket', 'pakai', 'gate', 'salah', 'aplikasi', 'salah', 'tugas', 'ngang', 'ngong', 'klop', 'niat', 'upgrade', 'kayak', 'negara', 'maju', 'lihat']",1,08/12/2024 14.34,Negatif
202,"['lemah', 'server', 'offline', 'mulu', 'malam', 'login', 'sulit', 'pulang']",1,08/12/2024 15.56,Negatif
203,"['aplikasi', 'perintah', 'gila', 'uangudh', 'kali', 'bayar', 'status', 'proses', 'olimokaryawan', 'masuk', 'bilang', 'uang', 'up', 'kartu', 'hasil', 'kepotongkaryawannya', 'muka', 'judes', 'asa', 'kalo', 'halte', 'kalo', 'proses', 'kasih', 'bijak', 'masuk', 'rapor', 'merekakenapa', 'sulit', 'banget', 'ya']",1,09/12/2024 02.28,Negatif
204,"['aplikasi', 'gara', 'gara', 'lo', 'gue', 'telat', 'tunggu', 'transjakarta', 'doang', 'jam']",1,09/12/2024 06.37,Negatif
205,"['aplikasi', 'rusak', 'beli', 'tiket', 'pakai', 'hadehh', 'buang', 'duit']",1,12/12/2024 01.26,Negatif
206,"['sumpah', 'pelayananya', 'jelek']",1,12/12/2024 04.16,Negatif
207,"['kesal', 'aplikasi', 'suka', 'salah', 'bayar', 'kali', 'proses', 'beli', 'lemah']",1,12/12/2024 10.30,Negatif
208,"['aplikasi', 'rugi', 'pilih', 'rute', 'masuk', 'akal', 'repot', 'posisi', 'halte', 'slip', 'manggis', 'arah', 'selatan', 'pas', 'pilih', 'suruh', 'pakai', 'halte', 'harap', 'discann', 'rute', 'transjakarta', 'bingung', 'developer', 'tolong', 'kroscek', 'langsung', 'butuh', 'biar', 'aplikasi', 'manfaat', 'masyarakat', 'aplikasi']",1,14/12/2024 03.03,Negatif
209,"['supir', 'jaklingko', 'ugal', 'ugalan', 'jalan', 'belah', 'kiri', 'ngebut', 'sabar', 'ngedim', 'malam', 'sih', 'supir', 'nyelip', 'kiri', 'serempet', 'belok', 'kiri', 'rekam', 'dashcam', 'upload', 'youtube', 'laku', 'supir', 'jaklingko', 'ugal', 'ugalan']",1,14/12/2024 22.53,Negatif
211,"['jelasin', 'ikan', 'bukti', 'tanggung', 'perintah', 'saldo', 'ribu', 'alas', 'hadeh', 'hadeh', 'aplikasi', 'tolol']",1,15/12/2024 13.48,Negatif
212,"['aplikasi', 'andal', 'ganggu']",1,17/12/2024 00.46,Negatif
213,"['lambat', 'opsi', 'bayar', 'dikit', 'like', 'who', 'tf', 'use', 'fello']",1,17/12/2024 01.32,Negatif
214,"['tiket', 'muncul', 'kali', 'refund', 'jaring', 'beli', 'tiket', 'aplikasi', 'buka']",1,17/12/2024 16.14,Negatif
215,"['server', 'tiket', 'hangus', 'sulit']",1,17/12/2024 16.16,Negatif
216,"['aplikasi', 'gunaudah', 'mbayar', 'tiket']",1,18/12/2024 13.59,Negatif
217,"['aplikasi', 'salah', 'ajg', 'kntl']",1,19/12/2024 00.33,Negatif
218,"['hilang', 'jaklingko', 'putus', 'buruk', 'pt', 'transjakarta']",1,19/12/2024 05.56,Negatif
219,"['driver', 'apatis', 'kes', 'niat', 'kerja', 'tunggu', 'jaklingko', 'pas', 'orang', 'penuhpadahal', 'gaboleh', 'tunggu', 'menit', 'pas', 'penuh', 'jalan', 'tau', 'deret', 'kosong', 'ngebut', 'kecewa', 'habis', 'tenaga']",1,20/12/2024 07.52,Negatif
220,"['aplikasi', 'suka', 'error']",1,21/12/2024 00.03,Negatif
221,"['aplikasi', 'lemah', 'tugas', 'apda', 'lemah', 'makan', 'gaji', 'buta', 'halte', 'pluit', 'tuh', 'perhati', 'pakai', 'aplikasi', 'gratis', 'ya', 'makan', 'gaji', 'buta']",1,22/12/2024 05.28,Negatif
222,"['jurus', 'stasiun', 'cakung', 'cipinang', 'indah', 'jaklingko', 'stasiun', 'pondok', 'kopi', 'tanggal', 'jam', 'malam', 'terima', 'tumpang', 'b', 'b', 'pulang', 'katanyapayaahhhhbegitu', 'kalo', 'gaji']",1,22/12/2024 14.14,Negatif
223,"['beli', 'tiket', 'tiket', 'saldo', 'potong', 'chat', 'cs', 'bilang', 'kerja', 'saldo', 'gabalik']",1,23/12/2024 14.46,Negatif
224,"['pilih', 'cawang', 'otista', 'tau', 'pas', 'bayar', 'ubah', 'cawang', 'ciliwung', 'aplikasi', 'mending', 'bayar', 'pakai', 'dompet', 'digital', 'dikit', 'aplikasi', 'ngerugiin']",1,24/12/2024 04.50,Negatif
225,"['aplikasi', 'gembel', 'barcode', 'valid', 'susah', 'orang', 'berangkat', 'kerja', 'searching', 'halte', 'muncul', 'halte', 'kadang', 'salah', 'buru', 'mending', 'benerin', 'ui', 'ux', 'nih', 'aplikasi', 'gembel']",1,25/12/2024 23.00,Negatif
226,"['aplikasi', 'isi', 'pulsa', 'masuk', 'resa']",1,27/12/2024 07.26,Negatif
227,['okotrip'],1,28/12/2024 11.14,Negatif
228,"['layan', 'buruk', 'saldo', 'hasil', 'saldo', 'rek', 'potong', 'refund', 'pagi', 'scan', 'barcode', 'masuk', 'halte', 'manggarai', 'pakai', 'aplikasi', 'jaklingko', 'aduh', 'tiket', 'batal', 'saldo', 'refund', 'tolong', 'layan', 'sistem', 'langgan', 'nyaman', 'transjakarta']",1,30/12/2024 01.55,Negatif
229,"['daftar', 'sulit', 'banget', 'isi', 'data', 'aplikasi']",1,31/12/2024 03.07,Negatif
230,"['kartu', 'belanja']",2,14/02/2024 14.44,Negatif
231,"['kemarin', 'ubah', 'sulit', 'pakai', 'qris', 'qrisnya', 'salah', 'topup', 'kartu', 'halte', 'tautin', 'ovo', 'opsi', 'bayar', 'batas', 'pakai', 'ovo', 'biaya', 'adm', 'aplikasi', 'lola', 'pokok', 'hambat', 'deh']",2,07/03/2024 01.50,Negatif
232,"['fitur', 'cari', 'rute', 'hasil', 'temu', 'aneh', 'posisi', 'jalur', 'halte', 'mohon']",2,18/03/2024 10.36,Negatif
233,"['sedih', 'jalur', 'jaklingko', 'kwk']",2,27/03/2024 04.30,Negatif
234,"['tolong', 'supirnya', 'sortir']",2,19/04/2024 07.56,Negatif
235,"['kode', 'qr', 'baca', 'mobile', 'banking']",2,12/05/2024 04.56,Negatif
236,"['cari', 'halte', 'transjakarta', 'muncul', 'tulis', 'nama', 'halte']",2,07/06/2024 02.09,Negatif
237,"['aplikasi', 'integrasi', 'armada', 'fitur', 'berangkat', 'disetting', 'ganti', 'klik', 'yntuk', 'rubah']",2,01/07/2024 18.18,Negatif
238,"['proses', 'beli', 'tiket', 'mudah', 'tuju', 'aplikasi', 'transjakarta']",2,08/07/2024 04.38,Negatif
239,"['saran', 'pelihara', 'sistem', 'jam', 'orang', 'akitvitas', 'pulang', 'kerja', 'jam', 'eroro', 'tampilin', 'barcode', 'ketrngan', 'sitem', 'pelihara', 'sayang', 'beli', 'ticket', 'jam', 'gunain']",2,10/07/2024 15.54,Negatif
240,"['tolong', 'program', 'aplikasi', 'utama', 'fitur', 'qris', 'payment', 'salah', 'muncul', 'intap', 'out', 'terimakasih']",2,30/07/2024 00.31,Negatif
241,"['proses', 'beli', 'tiket', 'proses', 'menit', 'ana']",2,30/07/2024 01.36,Negatif
242,"['assalamualaikum', 'bu', 'julia', 'uang', 'bu', 'okay', 'terima', 'kasih', 'seterah', 'julia', 'ya', 'bego', 'lu', 'orang', 'jatuh', 'tertawa', 'lu', 'bego', 'lu']",2,03/08/2024 22.21,Negatif
243,"['anjiiiiing', 'ribeet']",2,06/08/2024 09.23,Negatif
244,"['aplikasi', 'lambat', 'jelek', 'buru', 'cari', 'rute', 'gilir', 'deh', 'dibutuhin']",2,09/08/2024 00.48,Negatif
245,"['aplikasi', 'butuh', 'baharu', 'sesuai', 'rute', 'qr', 'kode', 'pilih', 'bayar', 'bolevar', 'selatan', 'velodrome', 'qr', 'kode', 'pulomas', 'lucu', 'loh', 'chek', 'bolevar', 'selatan', 'tuju', 'aplikasi', 'mudah', 'rumit']",2,13/08/2024 00.27,Negatif
246,"['kayak', 'kalah', 'aplikasi', 'trans', 'tangerang', 'sih', 'coba', 'antum', 'cek', 'aplikasi', 'trans', 'tangerang']",2,14/08/2024 16.26,Negatif
247,"['aplikasi', 'koneksi']",2,19/08/2024 03.30,Negatif
248,"['ganggu', 'mulu', 'heran']",2,19/08/2024 04.48,Negatif
249,"['laku', 'bayar', 'tiket', 'via', 'mobile', 'banking', 'pending', 'jam']",2,21/08/2024 23.51,Negatif
250,"['depok', 'terminal', 'kprambutan', 'kartu', 'arah', 'instal', 'jaklingko', 'tugas', 'jelasin', 'bayar', 'cawang', 'sentral', 'bayar', 'sambung', 'via', 'kak', 'beli', 'kartu', 'transjakarta', 'nyata', 'cs', 'tuju', 'depok', 'pakai', 'aplikasi', 'jaklingko', 'aplikasi', 'lengkap', 'bantu', 'warga', 'kartu', 'tugas', 'langsung', 'arah', 'beli', 'kartu', 'rugi', 'rugi', 'uang']",2,24/08/2024 10.04,Negatif
251,"['serung', 'bed', 'error', 'titid']",2,30/08/2024 04.52,Negatif
252,"['lambat', 'ya', 'responnya', 'pilih', 'upgrade', 'benefitnya', 'ktp', 'plus', 'foto', 'selfie', 'ktp']",2,22/09/2024 04.57,Negatif
253,"['ui', 'ux', 'buruk', 'jaklinko', 'bagus', 'bintang']",2,24/09/2024 09.44,Negatif
254,"['driver', 'jaklingko', 'kali', 'paksa', 'turun', 'pindah', 'angkot', 'jaklingko', 'gara', 'area', 'tuju', 'macet', 'driver', 'ngomel', 'macet', 'tumpang', 'sesuai', 'rute', 'tolong', 'edukasi', 'drivernya', 'mentang', 'gratis', 'suka', 'hati']",2,19/10/2024 01.24,Negatif
255,"['aplikasi', 'jabat', 'perintah', 'harap', 'sidak', 'bagus']",2,26/10/2024 22.10,Negatif
256,"['kali', 'aplikasi', 'laku', 'bayar', 'salah', 'bayar', 'hasil', 'setatus', 'mbanking', 'aplikasi', 'muncul', 'tiket', 'beli', 'mudah', 'salah', 'beli', 'cari', 'rute', 'ketik', 'mohon', 'aplikasi']",2,01/11/2024 16.47,Negatif
257,"['bayar', 'pakai', 'qris', 'tinggal', 'scan', 'mesin', 'hp', 'tugas', 'buswaynya', 'qr', 'valid', 'buruk', 'sih', 'cumnn', 'untung', 'tugas', 'erti', 'tertawa']",2,17/11/2024 02.56,Negatif
258,"['aplikasi', 'sulit', 'log', 'doang', 'coba', 'pakai', 'nomor', 'hp', 'pakai', 'google']",2,17/11/2024 04.57,Negatif
259,"['up', 'masuk', 'kali', 'status', 'pending', 'sharian', 'uang']",2,05/12/2024 00.59,Negatif
260,"['server', 'down', 'kadang', 'out']",2,16/12/2024 12.12,Negatif
261,"['akses', 'loadingnya', 'bayar', 'saldo', 'potong', 'aplikasi', 'logout', 'tinggal', 'transjakarta']",2,17/12/2024 16.23,Negatif
262,"['muncul', 'notif', 'atur', 'akun', 'melulu']",3,28/01/2024 07.25,Negatif
263,"['beli', 'tiket', 'lrt', 'stasiun', 'dukuh', 'stasiun', 'lrt', 'tmii']",3,17/03/2024 03.02,Negatif
264,"['jujur', 'ya', 'aplikasi', 'bagus', 'beli', 'tiket', 'transportasi', 'pakai', 'tarif', 'integrasi', 'murah', 'lemah', 'aplikasi', 'krusial', 'pilih', 'lokasi', 'akurat', 'halte', 'halte', 'terkadang', 'bingung', 'scan', 'qr', 'mesin', 'nyata', 'halte', 'tulis', 'situ', 'ya', 'sih', 'keluh', 'kesah', 'cmiiw']",3,01/04/2024 15.44,Positif
265,"['performa', 'tracking', 'bus', 'transjakarta', 'minimal', 'tara', 'trafi', 'aplikasi']",3,06/04/2024 02.41,Positif
266,"['kadang', 'salah', 'repot']",3,20/04/2024 04.56,Negatif
267,"['susah', 'banget', 'halte', 'nama', 'beda', 'scan', 'sulit', 'baca', 'tugas', 'smuanya', 'sigap']",3,20/04/2024 10.58,Negatif
268,"['tiket', 'muncul', 'lapor', 'minim', 'respon']",3,06/05/2024 13.56,Negatif
269,"['rumit', 'cari', 'rute', 'jalan']",3,16/05/2024 00.56,Negatif
270,"['jaklingko', 'beli', 'tiket']",3,14/06/2024 08.48,Negatif
271,"['admin', 'lrt', 'jabodebek']",3,20/07/2024 05.42,Negatif
272,"['aplikasi', 'sih', 'lihat', 'jaklingko', 'data', 'temu']",3,24/07/2024 08.55,Negatif
273,"['tanggal', 'juli', 'halte', 'puri', 'beta', 'jam', 'jarak', 'bus', 'banget', 'nyata', 'driver', 'wanita', 'tolong', 'kantor', 'training', 'drivernya', 'wanita', 'jarak', 'jatuh']",3,29/07/2024 04.41,Negatif
274,"['beli', 'tiket', 'langsung', 'tuju', 'rancu']",3,30/07/2024 13.21,Negatif
275,"['armada', 'meruya', 'nunggunya', 'bikim', 'bete']",3,11/08/2024 03.18,Negatif
276,"['bintang', 'supir', 'angkot', 'jaklingko', 'ramah']",3,02/10/2024 05.19,Negatif
277,"['aplikasi', 'sulit', 'dipelajarin', 'tolong', 'tingkat', 'jaklingko', 'arah', 'pinang', 'ranti', 'tunggu', 'jam', 'subuh', 'set', 'tolong', 'terimakasih']",3,20/10/2024 23.18,Negatif
278,"['servernya', 'down', 'tolong']",3,24/10/2024 07.20,Negatif
279,"['download', 'nov', 'lrt', 'jabodebek', 'harap', 'tarif', 'integrasi', 'cibubur', 'bekas']",3,02/11/2024 14.31,Negatif
280,"['saldo', 'isi', 'tampil', 'aplikasi']",3,19/11/2024 13.56,Negatif
281,"['admin', 'tiket', 'hapus', 'biar', 'tinggal', 'scan', 'biar', 'rumit', 'beli', 'tiket', 'tinggal', 'isi', 'saldon']",3,22/12/2024 12.36,Negatif
282,"['jaklingko', 'mudah', 'moda', 'transportasi', 'jakarta', 'khusus', 'dar', 'kunjung', 'sayang', 'bayar', 'online', 'via', 'aplikasi', 'kartu', 'jaklingkojackcard', 'moga', 'layan', 'bayar', 'aplikasi', 'krl']",3,27/12/2024 12.53,Positif
283,"['nomor', 'hp', 'blokir', 'lapor', 'bos']",3,28/12/2024 11.50,Negatif
284,"['fitur', 'taptaptapandgo', 'registrasi', 'ktp', 'muas', 'scannya', 'sulit', 'kadang', 'sat', 'set', 'khusus', 'terminal', 'tg', 'priok', 'usaha', 'out', 'hasil', 'out', 'notif', 'pulih', 'transaksi', 'habis', 'blokir', 'jam', 'qrisnya']",4,07/02/2024 09.13,Negatif
285,"['bismillah', 'moga', 'urus', 'mudah', 'keliling', 'orangorang', 'sholehah', 'amin']",4,21/02/2024 10.52,Positif
286,"['aplikasi', 'down', 'sulit', 'andal', 'diupdate', 'sinyal', 'aman', 'topup', 'salah']",4,13/03/2024 00.45,Negatif
287,"['moga', 'manfaat', 'pensiun', 'guru']",4,23/04/2024 04.18,Positif
288,"['saran', 'halte', 'kampung', 'melayu', 'brt', 'transjakarta', 'discan', 'aplikasi', 'jaklingkojli', 'mesin', 'gate', 'mohon', 'masuk', 'halte', 'kampung', 'melayu', 'brt', 'transjakarta', 'halte', 'transjakarta', 'terimakasih']",4,14/08/2024 23.14,Positif
289,"['lumayan', 'bantu']",4,10/11/2024 09.29,Positif
290,"['servenya', 'error', 'mulu', 'nih', 'tugas', 'masuk', 'kartu', 'hzzzz']",4,18/12/2024 01.01,Negatif
291,"['daftarin', 'kartu', 'tarif', 'integrasi', 'tulis', 'user', 'phone', 'required']",4,24/12/2024 07.00,Negatif
292,['coba'],5,06/01/2024 21.00,Positif
293,"['aplikasi', 'bagus', 'fast', 'respon', 'lambat', 'fitur', 'canggih', 'bintang', 'thebest']",5,13/01/2024 03.15,Positif
294,"['jaklingko', 'jaklingko', 'mikrotrans', 'masuk', 'kampung', 'pulangpergi', 'mudah', 'syukur', 'nikmat', 'mudah', 'transportasi', 'kota', 'jakarta', 'luvv', 'pokok', 'transjakarta', 'mikrotrans', 'mrt', 'lrt']",5,15/01/2024 14.34,Positif
295,['lumayan'],5,15/01/2024 17.36,Positif
296,"['suka', 'jaklingo', 'mudah']",5,31/01/2024 19.02,Positif
297,['terimakasih'],5,15/02/2024 13.15,Positif
298,[],5,28/02/2024 03.21,Positif
299,['rohayati'],5,09/03/2024 11.40,Positif
300,['bagus'],5,21/03/2024 16.16,Positif
301,[],5,18/04/2024 05.32,Positif
302,"['fateh', 'sarah', 'sofia', 'poniman', 'papa']",5,20/04/2024 02.51,Positif
304,['bagus'],5,07/05/2024 09.07,Positif
305,"['loading', 'buka', 'aplikasi', 'sat', 'set', 'cepat', 'suka', 'kartu', 'emoney', 'daftar', 'aplikasi', 'jaklingko', 'langsung', 'pakai', 'hp', 'nfc', 'biar', 'kayak', 'negeri', 'livin', 'by', 'mandiri', 'loh', 'pay', 'pakai', 'nfc', 'pakai', 'pay', 'as', 'you', 'go', 'kadang', 'gate', 'masuk', 'baca', 'qr', 'antri', 'sih', 'saran', 'pay', 'pakee', 'nfc', 'hp', 'aplikasi', 'jaklingko', 'semangat', 'inovasi']",5,25/05/2024 07.00,Positif
306,"['bantu', 'muter', 'jakarta', 'lupa', 'bawa', 'etoll', 'easy', 'use', 'terima', 'kasih']",5,11/06/2024 03.54,Positif
307,"['mudah', 'pesan', 'kereta', 'mrt', 'aplikasi', 'jaklingko', 'jaklingko', 'terimakasih', 'developer']",5,13/06/2024 13.51,Positif
308,"['aplikasi', 'mudah', 'akses', 'lancar', 'buka', 'sistem', 'android', 'moga', 'sistem', 'metode', 'bayar']",5,16/06/2024 10.45,Positif
310,"['bagus', 'manfaat']",5,28/06/2024 20.07,Positif
311,"['bantu', 'orang', 'awam', 'jakarta', 'bangkit', 'hasrat', 'travelling', 'transportasi']",5,28/06/2024 23.30,Positif
312,"['alam', 'pergi', 'takut', 'nyasar', 'terima', 'kasih', 'jaklingko']",5,30/06/2024 07.07,Positif
313,"['aplikasi', 'jaklingko', 'jaklingko', 'tolong', 'masuk', 'via', 'bayar', 'qr', 'code', 'qris', 'astrapay', 'shopee', 'pay', 'gopay', 'ovo', 'dana', 'bayar', 'via', 'intergrasi', 'pindah', 'moda', 'transjakarta', 'transjakarta', 'mikrotrans', 'angkot', 'mrt', 'jakarta', 'lrt', 'jakarta', 'kereta', 'api', 'kereta', 'commuter', 'kereta', 'bandara', 'nyaman', 'good', 'bagus']",5,11/07/2024 15.59,Positif
314,"['terima', 'kasih', 'jaklingko', 'jaklingko']",5,26/07/2024 11.27,Positif
315,"['salam', 'mantaf', 'jiwa']",5,08/08/2024 20.40,Positif
316,"['bantu', 'jalan', 'utama', 'jalan', 'multi', 'moda', 'murah', 'keliling', 'jakarta', 'tarif', 'jangkau']",5,15/08/2024 06.40,Positif
317,"['bagus', 'mudah', 'tumpang']",5,15/08/2024 16.10,Positif
318,"['mudah', 'transportasi', 'darat']",5,16/08/2024 01.21,Positif
319,"['mudah', 'carapakainya']",5,16/08/2024 01.21,Positif
320,"['bantu', 'laku', 'bayar', 'transportasi']",5,16/08/2024 01.21,Positif
321,['bagus'],5,21/08/2024 02.45,Positif
322,"['tolong', 'kedepanny', 'jaklingko', 'jaklingko', 'aplikasi', 'versi', 'terbaruny', 'tolong', 'lengkap', 'fitur', 'lengkap', 'beli', 'kartu', 'jaklingko', 'jaklingko', 'online', 'menu', 'jaklingko', 'linko', 'aplikasi', 'isi', 'ulang', 'saldo', 'jaklingko', 'linko', 'hapus', 'lapor', 'riwayat', 'transaksi', 'obrol', 'bas', 'ai', 'fb', 'ig', 'wa', 'threads', 'tiktok', 'pantau', 'jalan', 'sendir', 'harap', 'tampil', 'beranda', 'jaklingko', 'jaklingko', 'konsep', 'modern', 'lihat', 'estetik', 'tarik', 'mengunduhny', 't']",5,05/10/2024 15.39,Positif
323,"['bagus', 'beli', 'tiket', 'mrt', 'aplikasi', 'beefaefah']",5,08/10/2024 16.03,Positif
324,"['lupa', 'bawa', 'kartu', 'emoneyakhirnya', 'transjakarta', 'pakai', 'aplikasi', 'inibyrnya', 'pakai', 'qris']",5,17/10/2024 23.54,Positif
325,"['jaklingko', 'banget', 'cok']",5,18/10/2024 10.04,Negatif
326,"['tolong', 'posisi', 'mobil', 'mikrotransnya', 'akurat', 'admin', 'biar', 'moda', 'transportasi']",5,18/10/2024 14.57,Positif
327,"['bagus', 'aplikasi', 'cepat', 'respon']",5,26/10/2024 09.19,Positif
328,['bantu'],5,27/10/2024 00.41,Positif
329,['oke'],5,27/10/2024 22.03,Positif
330,"['mudah', 'rute', 'bantu']",5,28/10/2024 04.40,Positif
331,['bagus'],5,01/11/2024 15.49,Positif
332,"['aplikasi', 'favorit', 'pergi']",5,08/11/2024 15.02,Positif
333,"['layan', 'customer', 'langgan']",5,01/12/2024 22.37,Positif
